reltime/s,C/mA.h,C/A.h,Ewe/V,soc,soc_cell
9202.70094344596,0.0372330457421025,3.7233045742102496e-05,0.479718297719955,0.5047592943829271,0.4460231992429464
9212.701135994985,0.0372735052836157,3.7273505283615696e-05,0.479680120944976,0.5042211377135337,0.44542121659766865
9222.701328544994,0.037313965165435,3.7313965165434994e-05,0.479641914367675,0.5036829765176927,0.44481922888910147
9232.701521094948,0.0373544250708679,3.73544250708679e-05,0.479565560817718,0.5031448150077646,0.4442172408291962
9242.701713643968,0.0373948850412771,3.7394885041277104e-05,0.479584634304046,0.5026066526335798,0.4436152518025324
9252.70190619299,0.037435345149143,3.7435345149143e-05,0.479508280754089,0.502068488431069,0.4430132607307011
9262.702098743,0.0374758054205094,3.74758054205094e-05,0.479622840881347,0.5015303220538205,0.44241126722620583
9272.702291291964,0.0375162660846421,3.75162660846421e-05,0.479431897401809,0.5009921504523456,0.4418092678778851
9282.702483841977,0.037556726458353,3.7556726458353e-05,0.47935551404953,0.500453982713802,0.44120727285064365
9292.702676390996,0.0375971869386571,3.75971869386571e-05,0.4792982339859,0.49991581355745096,0.44060527623744117
9302.70286893996,0.0376376472659836,3.76376472659836e-05,0.479164570569992,0.49937764643587124,0.44000328190033616
9312.70306148898,0.0376781077351843,3.76781077351843e-05,0.47927913069725,0.4988394774272077,0.4394012854523371
9322.703254038992,0.0377185678883628,3.77185678883628e-05,0.479126393795013,0.49830131262198907,0.43879929370631615
9332.703446587955,0.0377590284994321,3.77590284994321e-05,0.479221850633621,0.4977631417263161,0.43819729514750627
9342.703639136977,0.0377994887900267,3.779948879002671e-05,0.479050010442733,0.4972249750933113,0.43759530135692176
9352.703831686988,0.0378399492296337,3.78399492296337e-05,0.479088217020034,0.4966868064782767,0.4369933053492364
9362.70402423595,0.0378804095280439,3.78804095280439e-05,0.478763610124588,0.49614863974131584,0.43639131144236654
9372.704216784972,0.0379208697102856,3.79208697102856e-05,0.478839993476867,0.49561047454952445,0.4357893192639249
9382.704409333994,0.0379613301775408,3.79613301775408e-05,0.478763610124588,0.4950723055667381,0.43518732284487205
9392.704601883946,0.0380017901556916,3.80017901556916e-05,0.478820890188217,0.49453414308958155,0.43458533370302393
9402.704794433956,0.0380422502420206,3.80422502420206e-05,0.478725433349609,0.4939959791735353,0.43398334295163227
9412.70498698298,0.0380827101713905,3.80827101713905e-05,0.478763610124588,0.49345781734521865,0.43338135453557713
9422.70517953299,0.0381231701883278,3.81231701883278e-05,0.478649049997329,0.4929196543521587,0.43277936481663887
9432.705372081951,0.0381636297363154,3.81636297363154e-05,0.478400826454162,0.4923814975966486,0.43217738207503087
9442.705564631964,0.0382040896664261,3.82040896664261e-05,0.478419929742813,0.4918433357584786,0.4315753936479538
9452.705757180986,0.0382445495003414,3.82445495003414e-05,0.478324443101882,0.49130517519981376,0.43097340665213263
9462.705949730997,0.0382850092178734,3.82850092178734e-05,0.478419929742813,0.4907670161891756,0.4303714213879358
9472.70614227996,0.0383254688779215,3.83254688779215e-05,0.478324443101882,0.490228857943137,0.42976943697902087
9482.70633482997,0.0383659286772305,3.83659286772305e-05,0.478190779685974,0.48969069784477415,0.42916745049809407
9492.706527378992,0.03840638874903,3.840638874903e-05,0.478209882974624,0.48915253412198634,0.4285654599628814
9502.706719928943,0.038446848948203,3.8446848948203e-05,0.478114426136016,0.48861436870498987,0.4279634675325251
9512.706912478956,0.0384873095377415,3.84873095377415e-05,0.478076219558715,0.48807619809570046,0.4273614692940642
9522.707105027976,0.0385277695547478,3.85277695547478e-05,0.478018939495086,0.4875380351017228,0.42675947957409943
9532.707297577988,0.0385682296989177,3.85682296989177e-05,0.478038042783737,0.48699987041632853,0.42615748796211417
9542.707490126952,0.0386086897646033,3.86086897646033e-05,0.477980762720108,0.4864617067748622,0.42555549751786786
9552.707682676964,0.0386491496932298,3.86491496932298e-05,0.477885276079177,0.48592354495643364,0.4249535091128736
9562.707875225984,0.0386896098699228,3.86896098699228e-05,0.477751642465591,0.4853853798384461,0.42435151701698903
9572.708067775997,0.0387300697019308,3.87300697019308e-05,0.47778981924057,0.4848472193051505,0.4237495300495459
9582.708260324958,0.0387705298479365,3.87705298479365e-05,0.47780892252922,0.48430905459533813,0.42314753841024655
9592.70845287398,0.0388109898775295,3.8810989877529496e-05,0.477675259113311,0.48377089143394336,0.4225455485030088
9602.708645423,0.0388514499055284,3.88514499055284e-05,0.477675259113311,0.48323272829375186,0.421943558619489
9612.708837971964,0.0388919097848407,3.88919097848407e-05,0.477503418922424,0.4826945671312567,0.4213415709482226
9622.709030520986,0.0389323700323367,3.893237003233669e-05,0.477427035570144,0.48215640107151103,0.4207395777988863
9632.709223069947,0.0389728299408082,3.89728299408082e-05,0.477484315633773,0.4816182395211661,0.42013758969377074
9642.70941561897,0.039013289969342,3.9013289969342e-05,0.477293372154235,0.48108007637385997,0.41953559980229255
9652.709608167992,0.0390537500901075,3.905375009010751e-05,0.477293372154235,0.48054191199977003,0.4189336085385327
9662.709800717945,0.0390942101608178,3.90942101608178e-05,0.477407932281494,0.48000374829146975,0.4183316180195258
9672.709993266966,0.0391346697672447,3.913466976724471e-05,0.477121531963348,0.47946559075865236,0.4177296344084209
9682.710185815988,0.0391751298044755,3.91751298044755e-05,0.477159708738327,0.4789274274956664,0.4171276443875432
9692.71037836495,0.0392155901195071,3.92155901195071e-05,0.477083355188369,0.47838926053762243,0.41652565023336946
9702.710570913972,0.0392560504924426,3.92560504924426e-05,0.477102428674697,0.47785109280939253,0.4159236552176649
9712.710763462994,0.039296510667612,3.9296510667612e-05,0.476796925067901,0.47731292771167066,0.4153216631444495
9722.710956011955,0.0393369711679867,3.93369711679867e-05,0.476892411708831,0.47677475828835836,0.4147196662326239
9732.711148560978,0.0393774317534593,3.93774317534593e-05,0.476987868547439,0.4762365877331499,0.414117668054658
9742.71134111,0.039417892243055,3.9417892243055005e-05,0.47693058848381,0.47569841845321026,0.41351567130320915
9752.711533658963,0.0394583525450024,3.94583525450024e-05,0.476777851581573,0.4751602516692006,0.41291367734371043
9762.711726207985,0.0394988123112529,3.94988123112529e-05,0.476644188165664,0.4746220920105525,0.41231169135464896
9772.711918756948,0.0395392721728525,3.95392721728525e-05,0.476682364940643,0.4740839310836559,0.4117097039469233
9782.71211130597,0.0395797324726083,3.95797324726083e-05,0.476567804813385,0.473545764328797,0.41110771002003266
9792.71230385598,0.0396201925680961,3.96201925680961e-05,0.476434141397476,0.4730076002909285,0.4105057191323704
9802.712496405002,0.039660652123042,3.9660652123042e-05,0.476453244686126,0.47246944344286534,0.4099037362872324
9812.712688953963,0.039701111687959,3.9701111687959e-05,0.476415067911148,0.4719312864621755,0.409301753293738
9822.712881502986,0.0397415714946151,3.9741571494615104e-05,0.476415067911148,0.4713931262660882,0.4086997667034965
9832.71307405195,0.0397820313287456,3.97820313287456e-05,0.476205021142959,0.470854965704561,0.4080977797044735
9842.713266600971,0.0398224907969723,3.9822490796972304e-05,0.476090461015701,0.4703168100099592,0.4074957981495986
9852.713459149993,0.0398629503431838,3.98629503431838e-05,0.476205021142959,0.4697786532780732,0.4068938154344165
9862.713651698956,0.0399034102042175,3.99034102042175e-05,0.475956797599792,0.4692404923587038,0.40629182803511077
9872.713844247975,0.0399438699430672,3.99438699430672e-05,0.476014077663421,0.4687023330645166,0.4056898424537357
9882.714036797,0.0399843295160092,3.99843295160092e-05,0.476033180952072,0.4681641759770854,0.4050878593408403
9892.714229345962,0.0400247893187531,4.00247893187531e-05,0.476033180952072,0.46762601583303476,0.40448587280880705
9902.714421894983,0.0400652492287818,4.00652492287818e-05,0.475899517536163,0.4670878542619774,0.4038838846805225
9912.714614444994,0.0401057093530845,4.01057093530845e-05,0.475784957408905,0.4665496898408389,0.403281893364134
9922.714806993958,0.0401461697345041,4.01461697345041e-05,0.475727677345275,0.46601152199976115,0.40267989822219774
9932.71499954298,0.0401866296518897,4.01866296518897e-05,0.475632190704345,0.46547336033084885,0.40207790998445253
9942.715192092,0.0402270887981241,4.02270887981241e-05,0.475727677345275,0.4649352089191009,0.4014759332203827
9952.715384640964,0.040267548560552,4.0267548560552e-05,0.475765854120254,0.46439704931129766,0.40087394728819636
